East,North,Elevation,bo,cpy,py,alte,mine,dom,ug
156664.9195,92364.95385,3316.65,0.295,1.125,0.06,BTK,BN,3,4
156664.2743,92365.98872000001,3208.65,0.494,0.711,0.002,BTK,BN,3,4
156663.7913,92365.83343,3086.25,0.177,1.43,0.091,BTK,BN,3,4
156935.9407,93083.2021,3707.07,0.057,1.031,0.853,SCL,CPY,3,2
156939.9084,93077.0239,3289.53,0.006999999999999999,1.192,0.275,SCL,CPY,3,2
156128.5851,93116.79599,3425.86,0.113,0.946,0.529,BTK,BN,3,4
156128.6161,93118.04827,3361.07,0.408,1.3980000000000001,0.126,BTK,BN,3,4
156134.0131,92421.59337999999,3624.71,0.006,1.2009999999999998,4.723,SCL,CPY,3,2
156132.0503,92419.71992999999,3412.34,0.377,1.146,0.243,BTK,CPY,3,3
156130.7636,92418.06388999999,3243.16,0.006,1.335,1.7690000000000001,POT,BN,3,4
156633.1823,93120.02527,3789.41,0.005,0.71,0.086,SCL,CPY,3,2
156632.9929,93116.23735,3602.24,0.001,1.2409999999999999,0.321,POT,CPY,3,3
156632.5446,93113.60855,3451.06,0.08800000000000001,0.78,0.267,POT,BN,3,4
157063.8997,93441.14044,3806.78,0.011000000000000001,0.257,4.2330000000000005,SCL,CPY,3,2
157060.3568,93441.24357,3666.47,0.013000000000000001,0.7759999999999999,2.551,SCL,CPY,3,2
155880.2964,92953.72526,3624.31,0.003,0.348,0.337,SCL,CPY,3,2
155890.77300000002,92912.36997,3467.03,0.14800000000000002,0.679,2.8760000000000003,BTK,CPY,3,3
155898.6304,92881.3535,3355.25,0.12300000000000001,0.997,0.05,BTK,BN,3,4
157332.4608,92912.53925,3760.66,0.004,0.7170000000000001,1.093,SCL,CPY,3,2
157338.483,92880.93267000001,3645.31,0.004,0.963,1.933,BTK,CPY,3,3
157344.6674,92848.13592,3522.83,0.005,1.042,0.133,SCL,CPY,3,2
155978.7814,92476.03615,3592.85,0.002,0.833,1.786,SCL,CPY,3,2
155974.6589,92475.95293,3272.5,0.023,1.655,3.753,POT,BN,3,4
157059.6536,92854.63705,3287.97,0.054000000000000006,1.147,1.696,BTK,CPY,3,3
156632.2646,93458.88665,3707.91,0.171,0.7909999999999999,0.07,POT,CPY,3,3
156641.9722,93413.55709,3422.86,0.17,0.961,0.48,BTK,BN,3,4
156644.8538,93398.33336,3323.05,0.019,1.177,0.439,BTK,CPY,3,3
156968.1343,93517.18862999999,3424.63,0.0,0.917,0.665,SCL,CPY,3,2
156947.2877,93363.89052999999,3807.51,0.002,1.483,1.439,SCL,CPY,3,2
156951.0239,93363.84952,3605.97,0.124,0.787,0.32299999999999995,BTK,CPY,3,3
156954.4703,93363.71532999999,3411.63,0.0,0.9179999999999999,1.162,SCL,CPY,3,2
156955.7916,93362.89786,3332.44,0.0,0.9159999999999999,1.276,SCL,CPY,3,2
156802.4075,93340.91017999999,3809.18,0.125,0.937,1.5230000000000001,SCL,CPY,3,2
156802.0212,93340.78595,3657.98,0.16399999999999998,0.958,1.679,BTK,CPY,3,3
156801.9902,93339.53366,3463.59,0.135,0.8029999999999999,0.271,BTK,CPY,3,3
156801.7661,93338.21926,3308.79,0.085,1.0959999999999999,0.9790000000000001,BTK,CPY,3,3
157170.4095,92667.87206000001,3673.36,0.001,0.843,1.64,SCL,CPY,3,2
157170.641,92661.73486,3439.42,0.113,0.775,0.098,BTK,BN,3,4
157170.4516,92657.94694,3263.08,0.392,1.41,0.04,BTK,CPY,3,3
156668.4277,92658.02975,3634.3,0.03,0.898,0.447,SCL,CPY,3,2
156669.5249,92655.89787,3486.71,0.006,1.068,0.201,BTK,CPY,3,3
156670.17,92654.86300000001,3342.73,0.141,0.588,0.174,POT,BN,3,4
156670.8499,92651.35461000001,3072.75,0.133,1.023,0.27,BTK,BN,3,4
156304.0865,92986.87681,3722.3,0.0,0.488,1.8259999999999998,SCL,CPY,3,2
156304.1831,92986.90787000001,3657.5,0.086,0.7809999999999999,0.8059999999999999,SCL,BN,3,2
156304.4728,92987.00104,3473.9,0.28800000000000003,1.409,0.023,BTK,BN,3,4
156304.666,92987.06316,3319.1,0.452,0.7390000000000001,0.049,BTK,BN,3,4
156227.3376,92661.55484,3668.95,0.002,0.522,3.862,SCL,CPY,3,2
156226.5995,92658.83287,3442.16,0.156,0.9570000000000001,0.147,SCL,BN,3,2
156225.4094,92657.20788,3244.17,0.147,1.645,0.024,BTK,BN,3,4
156224.6367,92656.95941,3132.58,0.207,0.759,0.6579999999999999,BTK,BN,3,4
155502.0846,92302.88222999999,3394.0,0.10400000000000001,0.23199999999999998,0.327,BTK,BN,3,4
155500.2803,92303.54441,3250.02,0.469,0.083,0.107,BTK,BN,3,4
155499.1521,92304.424,3151.03,0.418,0.45899999999999996,0.048,BTK,BN,3,4
155545.9427,92053.61006,3336.98,0.163,0.626,0.139,BTK,BN,3,4
155542.8554,92048.89039,3182.31,0.03,0.67,1.7280000000000002,SCL,CPY,3,2
155540.796,92046.98588,3099.58,0.009000000000000001,0.7140000000000001,0.203,PPL,BN,3,2
155538.9914,92822.86277,3595.57,0.037000000000000005,0.583,0.501,BTK,CPY,3,3
155537.9599,92823.77342,3552.38,0.075,0.7959999999999999,0.815,BTK,CPY,3,3
155535.8002,92825.56365,3430.02,0.0,0.512,1.052,FIL,CPY,3,2
155591.372,92553.96892999999,3543.95,0.006,1.094,2.524,BTK,CPY,3,3
155590.2166,92549.87043,3481.08,0.0,0.426,1.331,BTK,CPY,3,3
155589.2544,92545.83405,3423.61,0.391,0.6679999999999999,0.105,BTK,BN,3,4
155587.5851,92540.32798,3337.4,0.242,0.635,0.066,BTK,BN,3,4
155587.1677,92538.95146,3314.04,0.47200000000000003,0.847,0.114,BTK,BN,3,4
155586.7194,92536.32265,3279.91,0.24,0.7070000000000001,0.03,BTK,BN,3,4
155641.7798,92325.43772,3425.69,0.195,0.428,0.455,BTK,CPY,3,3
155640.4312,92321.2771,3328.56,0.012,1.034,1.7169999999999999,BTK,CPY,3,3
155639.8207,92319.83847,3281.79,0.109,0.7759999999999999,2.173,BTK,CPY,3,3
155638.8238,92318.2756,3209.82,0.002,2.385,0.7240000000000001,BTK,CPY,3,3
155638.4065,92316.89907999999,3164.84,0.10300000000000001,0.7140000000000001,0.083,BTK,BN,3,4
155637.796,92315.46044,3105.46,0.001,1.232,0.42200000000000004,BTK,BN,3,4
155688.3239,92095.66417,3436.41,0.042,1.26,0.36200000000000004,BTK,CPY,3,3
155686.7784,92095.16724,3366.25,0.068,1.347,0.5,BTK,CPY,3,3
155685.6849,92093.57331,3310.48,0.198,0.523,0.16899999999999998,POT,CPY,3,3
155683.3357,92091.57562999999,3220.56,0.156,0.753,1.033,SCL,CPY,3,2
155681.8559,92089.85747,3163.0,0.225,0.40399999999999997,1.7690000000000001,BTK,CPY,3,3
155680.1828,92088.07719,3091.06,0.13699999999999998,1.255,2.086,BTK,CPY,3,3
155677.6405,92086.01739,2979.53,0.182,1.052,0.256,BTK,CPY,3,3
157197.6298,93179.76868,3827.69,0.001,0.8490000000000001,2.915,SCL,CPY,3,2
157193.033,93203.13725,3764.55,0.001,1.796,1.304,BTK,CPY,3,3
157189.4058,93223.09061,3711.72,0.051,0.855,1.859,BTK,CPY,3,3
157186.0374,93241.88485,3662.29,0.113,1.435,0.637,SCL,CPY,3,2
157179.3626,93281.9779,3556.52,0.008,0.93,1.73,SCL,CPY,3,2
157178.2927,93289.08786,3537.73,0.024,1.088,1.446,SCL,CPY,3,2
157175.3416,93309.25862000001,3481.32,0.0,0.608,1.359,SCL,CPY,3,2
157173.2327,93324.73082000001,3440.28,0.075,1.433,1.5759999999999998,SCL,CPY,3,2
157170.112,93353.54335,3361.71,0.003,0.9490000000000001,2.089,SCL,PPY,3,2
157302.1107,93374.86646,3731.91,0.002,0.657,0.953,SCL,CPY,3,2
157299.0742,93383.82877000001,3645.88,0.0,0.5820000000000001,5.904,SCL,CPY,3,2
157295.3269,93395.04718,3531.2,0.0,0.633,1.4380000000000002,SCL,CPY,3,2
157352.1049,93141.23293,3732.39,0.0,0.782,1.7790000000000001,SCL,CPY,3,2
157351.5873,93143.55115,3710.93,0.0,1.2570000000000001,1.3519999999999999,SCL,CPY,3,2
157349.3892,93151.54069,3642.94,0.0,0.818,1.37,SCL,CPY,3,2
157347.8053,93157.24307000001,3596.41,0.004,1.3119999999999998,0.9670000000000001,SCL,CPY,3,2
157345.9626,93164.10456,3539.17,0.001,1.761,2.3890000000000002,SCL,CPY,3,2
157342.8914,93175.54037999999,3446.16,0.01,1.185,0.92,SCL,CPY,3,2
157482.6535,93227.93332000001,3677.22,0.039,0.713,1.618,SCL,CPY,3,2
157482.6535,93227.93332000001,3653.83,0.002,1.005,2.2680000000000002,SCL,CPY,3,2
157528.1499,92982.91494,3675.55,0.003,0.895,0.768,SCL,CPY,3,2
157527.7016,92980.28613,3646.81,0.001,1.3840000000000001,0.99,SCL,CPY,3,2
157526.5772,92977.43992,3596.53,0.001,1.07,1.925,BTK,CPY,3,3
157525.9048,92973.49671,3553.43,0.004,1.1059999999999999,1.371,SCL,CPY,3,2
157524.4596,92969.30503999999,3481.6,0.001,1.473,0.9259999999999999,SCL,CPY,3,2
157523.6249,92966.552,3438.5,0.005,1.153,0.721,SCL,CPY,3,2
157522.342,92961.17016000001,3366.67,0.013000000000000001,1.8330000000000002,1.9169999999999998,SCL,CPY,2,1
157521.7971,92958.51028999999,3334.35,0.0,0.667,1.321,SCL,CPY,2,1
157698.0167,92915.78525,3676.93,0.0,0.9490000000000001,1.0979999999999999,SCL,CPY,3,2
157698.8897,92912.33898,3653.65,0.0,1.1909999999999998,4.146,SCL,CPY,3,2
157700.37699999998,92906.60554,3596.33,0.0,0.883,2.8310000000000004,SCL,CPY,2,1
157701.8643,92900.8721,3540.8,0.001,1.2890000000000001,0.525,BTK,CPY,2,1
157704.9355,92889.43628,3440.5,0.0,1.5090000000000001,0.508,SCL,CPY,2,1
157706.0673,92884.8309,3393.92,0.0,0.419,3.715,SCL,CPY,2,1
157707.7168,92877.90729,3329.42,0.0,0.6629999999999999,2.097,SCL,CPY,2,1
157875.3917,92780.25687000001,3668.25,0.027999999999999997,0.982,2.254,SCL,CPY,2,1
157873.2865,92792.00327,3624.6,0.008,1.21,4.101,SCL,CPY,2,1
157869.6246,92814.43014,3546.07,0.002,1.033,1.3619999999999999,SCL,CPY,2,1
157868.068,92825.11061,3509.47,0.003,1.035,0.8909999999999999,SCL,CPY,2,1
157865.3758,92844.12226,3441.46,0.0,1.5959999999999999,3.803,SCL,CPY,2,1
157863.7845,92857.27623999999,3394.39,0.0,0.754,3.033,SCL,CPY,2,1
157862.2588,92869.20899,3354.26,0.001,0.871,3.9189999999999996,SCL,CPY,2,1
157959.9971,92365.19081,3646.95,0.0,0.5770000000000001,6.769,SCL,CPY,2,1
157959.7073,92365.09763999999,3625.36,0.001,0.7190000000000001,7.968999999999999,SCL,CPY,2,1
157959.0002,92363.62795,3567.78,0.001,0.873,3.7569999999999997,SCL,CPY,2,1
157958.5172,92363.47265,3538.99,0.0,1.245,2.7889999999999997,SCL,CPY,2,1
157957.9067,92362.03402,3481.4,0.001,1.7890000000000001,1.8219999999999998,SCL,CPY,2,1
157956.9408,92361.72344,3423.82,0.001,2.06,0.547,SCL,CPY,2,1
157956.3303,92360.2848,3366.24,0.003,3.154,4.686,SCL,CPY,2,1
157955.5575,92360.03632999999,3323.05,0.0,1.4780000000000002,2.9130000000000003,SCL,CPY,2,1
157954.6572,92358.50452,3251.07,0.001,2.076,3.949,BTK,CPY,2,1
157954.0777,92358.31817,3204.28,0.001,1.032,2.494,FIL,CPY,2,1
157953.0152,92357.97653,3135.89,0.0,0.605,4.28,BTK,CPY,2,1
158001.8775,92128.94838,3541.0,0.0,0.52,3.217,FIL,CPY,2,1
157996.7618,92123.5765,3436.96,0.0,0.7390000000000001,2.291,BTK,CPY,2,1
157992.9984,92118.63942,3358.04,0.0,2.072,2.144,FIL,CPY,2,1
157991.0356,92116.76597000001,3318.58,0.0,1.639,2.167,FIL,CPY,2,1
157988.8486,92113.57812,3271.94,0.0,1.536,6.096,FIL,CPY,2,1
157985.5992,92110.04862,3207.38,0.0,1.954,5.3229999999999995,BTK,CPY,2,1
157980.5801,92104.70779,3106.94,0.0,2.495,3.287,SCL,CPY,2,1
157979.8729,92103.2381,3089.01,0.0,2.044,3.178,SCL,CPY,2,1
157977.9101,92101.36465,3049.54,0.0,1.604,5.8420000000000005,SCL,CPY,2,1
157975.7232,92098.17679,3002.92,0.0,1.374,1.574,SCL,CPY,2,1
158058.6988,91896.2677,3250.39,0.0,0.617,10.952,BTK,CPY,2,1
158057.7019,91894.70483999999,3196.45,0.002,0.9890000000000001,4.525,BTK,CPY,2,1
158056.8672,91891.9518,3135.31,0.0,1.614,7.922999999999999,BTK,CPY,2,1
158056.5155,91889.35405,3099.35,0.0,2.153,5.207999999999999,BTK,CPY,2,1
158002.6549,92834.8426,3797.28,0.001,0.29,2.863,SCL,OX,2,1
158002.3032,92832.24486,3710.93,0.0,0.525,2.5989999999999998,SCL,CPY,2,1
158002.2413,92829.74029,3656.97,0.001,1.369,1.511,SCL,CPY,2,1
158001.9862,92827.1736,3595.81,0.0,0.602,6.218999999999999,SCL,CPY,2,1
158001.6655,92825.82814,3556.24,0.0,1.018,1.2690000000000001,SCL,CPY,2,1
158001.5069,92823.29251,3509.48,0.004,2.031,5.107,SCL,CPY,2,1
158001.0587,92820.6637,3441.14,0.009000000000000001,1.7530000000000001,2.267,SCL,CPY,2,1
158051.6522,92599.6462,3741.03,0.008,0.513,10.368,SCL,CPY,2,1
158050.2999,92599.21139,3672.66,0.003,1.052,1.733,SCL,CPY,2,1
158049.1718,92600.09097,3625.87,0.0,1.485,5.058,SCL,CPY,2,1
158048.2058,92599.78039,3568.29,0.0,2.545,3.99,SCL,CPY,2,1
158047.9161,92599.68722,3550.29,0.0,1.4169999999999998,1.561,SCL,CPY,2,1
158046.9811,92600.62892,3508.91,0.0,0.295,4.226,SCL,CPY,2,1
158045.6288,92600.1941,3427.93,0.0,1.5019999999999998,2.485,SCL,CPY,2,1
158044.3075,92601.01157,3366.75,0.001,0.9329999999999999,5.148,SCL,CPY,2,1
158106.0896,92367.44135,3640.48,0.024,0.7829999999999999,6.724,SCL,CPY,2,1
158105.1547,92368.38305,3595.49,0.006,0.7240000000000001,8.815,SCL,CPY,2,1
158104.3163,92369.35581000001,3557.71,0.0,1.222,5.712999999999999,SCL,CPY,2,1
158104.0265,92369.26264,3537.92,0.005,0.872,6.09,SCL,CPY,2,1
158102.995,92370.17327999999,3480.33,0.001,1.1740000000000002,8.752,SCL,CPY,2,1
158102.6086,92370.04905,3449.74,0.0,1.493,6.138,SCL,CPY,2,1
158102.3188,92369.95588,3422.74,0.021,1.199,7.087999999999999,SCL,CPY,2,1
158100.6421,92371.9014,3323.76,0.006,1.65,5.492000000000001,FIL,CPY,2,1
158098.6446,92372.50146,3194.2,0.009000000000000001,0.9229999999999999,4.585,SCL,CPY,2,1
158133.7561,92141.53655,3510.57,0.0,1.158,3.65,BTK,CPY,2,1
158130.9239,92139.38357,3453.13,0.006,0.7170000000000001,4.987,BTK,CPY,2,1
158129.7648,92139.01087,3431.59,0.01,0.636,4.316,BTK,CPY,2,1
158127.7364,92138.35865,3395.69,0.006,0.38299999999999995,11.155,BTK,CPY,2,1
158123.7142,92134.58069,3309.53,0.004,1.138,0.121,POT,CPY,2,1
158121.1408,92131.2686,3252.09,0.004,0.516,8.981,POT,CPY,2,1
158119.0158,92130.58532,3212.6,0.003,3.1010000000000004,1.548,SCL,CPY,2,1
158114.1899,92125.30661,3108.5,0.036000000000000004,1.601,4.624,BTK,CPY,2,1
158138.1124,92875.91281000001,3770.63,0.0,0.26,3.012,FIL,OX,2,1
158135.5081,92871.34843,3651.98,0.0,0.47700000000000004,5.431,SCL,CPY,2,1
158134.1286,92865.93553,3554.9,0.0,0.6759999999999999,1.749,FIL,CPY,1,1
158184.6874,92647.39155,3656.25,0.0,1.0170000000000001,4.651,FIL,CPY,2,1
158183.7215,92647.08096,3625.69,0.0,0.696,14.782,SCL,CPY,2,1
158181.3686,92648.80907999999,3555.55,0.0,0.965,5.9639999999999995,SCL,CPY,2,1
158177.5012,92651.29255,3426.05,0.035,0.7020000000000001,8.404,FIL,CPY,2,1
158239.6227,92400.43879,3651.64,0.0,1.001,4.58,SCL,CPY,2,1
158238.7224,92398.90698,3597.68,0.008,0.612,8.899,SCL,CPY,2,1
158238.2085,92397.4994,3547.3,0.009000000000000001,1.1,5.51,BTK,CPY,2,1
158237.4358,92397.25093,3509.52,0.0,0.93,8.481,SCL,CPY,2,1
158236.6011,92394.4979,3439.36,0.0,1.5230000000000001,7.11,SCL,CPY,2,1
158236.0872,92393.09032,3392.59,0.001,1.516,11.905,FIL,CPY,2,1
158235.1869,92391.55851,3320.61,0.017,1.594,4.113,FIL,CPY,2,1
158294.4354,92179.53557000001,3639.12,0.002,0.86,3.532,SCL,CPY,2,1
158293.3072,92180.41515,3545.54,0.0,0.976,4.59,SCL,CPY,2,1
158292.66199999998,92181.45002999999,3509.54,0.0,0.611,8.548,BTK,CPY,2,1
158291.8237,92182.42279,3451.96,0.254,0.589,4.394,BTK,CPY,2,1
158291.5339,92182.32962,3433.97,0.0,0.894,3.915,BTK,CPY,2,1
158291.0509,92182.17433,3394.38,0.011000000000000001,1.165,9.027999999999999,SCL,CPY,2,1
158289.6639,92184.21302000001,3322.4,0.0,1.5730000000000002,4.544,SCL,CPY,2,1
158289.2776,92184.08879,3279.2,0.005,1.445,9.335,SCL,CPY,2,1
158288.24599999998,92184.99944,3207.21,0.012,1.9809999999999999,3.6310000000000002,SCL,CPY,2,1
158351.3815,92564.33374,3678.8,0.001,0.623,8.958,SCL,CPY,2,1
158349.8707,92561.3633,3567.24,0.0,0.993,10.677,SCL,CPY,2,1
158399.112,92339.91098,3652.54,0.0,0.604,5.393,SCL,CPY,2,1
158397.3114,92336.84736,3541.0,0.0,0.7559999999999999,7.195,SCL,CPY,2,1
158396.894,92335.47084,3510.42,0.0,0.586,6.053,SCL,CPY,2,1
158454.7432,92105.60532,3648.8,0.0,0.7140000000000001,6.735,BTK,CPY,2,1
158454.55,92105.5432,3576.8,0.0,0.6940000000000001,10.738,BTK,CPY,2,1
158454.06699999998,92105.38791,3432.81,0.002,0.773,7.141,BTK,CPY,2,1
158453.8739,92105.32579,3396.81,0.0,0.645,10.554,SCL,CPY,2,1
158453.9395,92104.10456,3314.01,0.004,0.8140000000000001,8.616,SCL,CPY,1,1
156930.5413,93426.83412,3654.31,0.11,1.3980000000000001,0.875,SCL,CPY,3,2
157240.6506,93350.13531,3758.84,0.002,1.141,0.593,SCL,CPY,3,2
157236.9194,93377.5092,3687.2,0.085,1.082,1.392,SCL,CPY,3,2
157233.2501,93407.38766000001,3608.67,0.0,0.466,2.47,SCL,CPY,3,2
156846.6037,93140.19763,3781.69,0.01,1.349,0.9109999999999999,SCL,CPY,3,2
156842.7251,93153.8585,3656.33,0.231,1.026,0.218,BTK,CPY,3,3
156839.4917,93166.48449,3545.28,0.195,1.298,0.322,BTK,CPY,3,3
156836.4515,93179.17259,3423.46,0.106,1.8219999999999998,0.38799999999999996,BTK,CPY,3,3
156832.6695,93192.86451,3290.86,0.006,1.306,0.612,BTK,CPY,3,3
156830.9234,93199.75706,3219.16,0.012,1.102,1.5730000000000002,SCL,CPY,3,2
156657.209,93378.70174,3759.08,0.214,0.508,0.152,SCL,CPY,3,2
156654.4165,93401.40813,3664.19,0.19,0.915,0.40700000000000003,SCL,CPY,3,2
156651.8481,93425.42892,3565.75,0.051,1.464,0.649,BTK,CPY,3,3
156650.481,93439.8973,3505.9,0.309,0.986,0.376,BTK,BN,3,4
156649.8283,93448.38377999999,3470.68,0.281,0.857,1.046,BTK,CPY,3,3
156647.0903,93481.04634,3333.25,0.067,1.172,0.84,BTK,CPY,3,3
156708.5134,93155.42813,3763.18,0.23600000000000002,0.862,0.223,SCL,CPY,3,2
156703.0745,93183.49526,3665.9,0.048,1.537,1.01,BTK,CPY,3,3
156698.2188,93208.02294,3586.0,0.435,1.354,0.192,BTK,CPY,3,3
156693.7186,93231.42257000001,3505.96,0.094,0.45799999999999996,0.239,POT,CPY,3,3
156690.3502,93250.21681,3439.8,0.228,1.1179999999999999,1.757,BTK,CPY,3,3
156685.1008,93282.07186,3331.81,0.428,1.24,0.655,BTK,CPY,3,3
156683.803,93291.59321,3296.95,0.205,1.15,0.114,BTK,CPY,3,3
156766.7539,92856.11787999999,3742.67,0.001,0.867,0.311,SCL,CPY,3,2
156765.8078,92868.23698,3656.96,0.135,1.1840000000000002,0.042,BTK,CPY,3,3
156764.9855,92885.36522,3539.1,0.215,0.937,0.193,BTK,CPY,3,3
156764.9434,92895.29033999999,3467.64,0.4,1.044,0.187,BTK,CPY,3,3
156765.1725,92923.93762000001,3249.6,0.278,1.412,0.042,BTK,BN,3,4
156765.0994,92932.61044,3185.26,0.076,1.2570000000000001,0.193,BTK,CPY,3,3
156783.9348,93423.17601,3648.41,0.051,1.631,0.8190000000000001,BTK,CPY,3,3
156779.5349,93442.88089,3538.35,0.156,0.8640000000000001,0.142,BTK,CPY,3,3
156774.5517,93466.12522999999,3414.04,0.027999999999999997,1.022,0.643,BTK,CPY,3,3
156772.5777,93475.42917,3360.74,0.081,1.064,0.862,BTK,CPY,3,3
157062.4261,93497.81384,3562.61,0.0,1.3030000000000002,1.6880000000000002,SCL,CPY,3,2
157060.4447,93514.56939,3448.31,0.0,0.667,0.9209999999999999,SCL,CPY,3,2
156987.536,93181.78587,3808.81,0.001,0.725,2.177,SCL,CPY,3,2
156987.2276,93200.32169,3651.33,0.053,0.644,0.451,BTK,CPY,3,3
156986.861,93212.62714,3551.09,0.301,0.982,0.19699999999999998,BTK,CPY,3,3
156986.8499,93223.80454,3454.4,0.016,1.111,0.626,BTK,CPY,3,3
156986.7075,93237.42439,3329.04,0.0,1.024,1.776,BTK,CPY,3,3
156986.762,93247.38056,3235.89,0.0,1.213,1.21,SCL,CPY,3,2
156532.0251,93241.54836,3750.94,0.278,0.611,0.051,SCL,CPY,3,2
156529.2437,93253.07735,3676.1,0.387,0.39399999999999996,0.08,SCL,CPY,3,2
156525.941,93270.65037,3565.64,0.015,1.615,0.15,POT,BN,3,4
156522.8277,93292.0113,3430.16,0.608,0.594,0.08199999999999999,BTK,BN,3,4
156575.7506,93060.5618,3638.41,0.204,0.77,0.254,SCL,CPY,3,2
156568.9483,93099.37151,3454.62,0.21100000000000002,1.3159999999999998,0.025,BTK,CPY,3,3
156564.4059,93132.69625,3295.34,0.156,0.9079999999999999,0.10099999999999999,BTK,CPY,3,3
156626.3863,92829.61919,3736.65,0.001,0.825,0.479,SCL,CPY,3,2
156622.987,92847.16114,3673.98,0.01,1.584,1.148,SCL,CPY,3,2
156616.3122,92887.2542,3538.12,0.322,1.213,0.166,BTK,CPY,3,3
156612.3531,92917.03949,3433.53,0.517,1.296,0.028999999999999998,BTK,CPY,3,3
156608.8076,92951.9271,3307.88,0.659,1.527,0.061,BTK,BN,3,4
156606.1043,92982.11615,3199.59,0.016,1.462,0.669,BTK,CPY,3,3
156682.7432,92578.15422000001,3649.54,0.001,0.35600000000000004,0.41,BTK,CPY,3,3
156660.9207,92660.58529,2991.57,0.23600000000000002,0.8190000000000001,0.08199999999999999,BTK,CPY,3,3
156659.4334,92666.31872000001,2941.48,0.0,1.25,2.276,BTK,CPY,3,3
156826.6872,92571.01759,3641.99,0.0,0.696,3.745,SCL,CPY,3,2
156824.5238,92576.53362,3566.6,0.043,1.444,0.501,SCL,CPY,3,2
156822.005,92583.1777,3466.06,0.098,0.7340000000000001,0.095,BTK,CPY,3,3
156820.1313,92588.78691,3394.24,0.195,1.222,0.16699999999999998,BTK,CPY,3,3
156817.9022,92595.52416,3300.87,0.24600000000000002,1.128,0.008,BTK,BN,3,4
156815.96300000002,92602.3546,3218.27,0.335,1.349,0.09,BTK,CPY,3,3
156811.4355,92620.77614,2974.06,0.002,1.992,0.276,SCL,CPY,3,2
156810.1724,92627.82398,2873.5,0.0,1.274,0.5329999999999999,SCL,CPY,3,2
156401.1582,93215.61986,3635.26,0.35200000000000004,0.7290000000000001,0.55,BTK,BN,3,4
156401.5954,93229.42607,3546.19,0.677,0.606,0.034,BTK,BN,3,4
156402.4189,93243.3565,3457.09,0.064,3.569,0.013999999999999999,BTK,CPY,3,3
156403.5941,93259.88468999999,3350.13,0.26899999999999996,0.945,0.12,BTK,BN,3,4
156482.581,92826.86176,3674.37,0.151,1.249,0.049,BTK,CPY,3,3
156475.7514,92860.69339,3548.44,0.14,0.69,0.156,BTK,BN,3,4
156470.0846,92891.17192000001,3432.9,0.371,0.534,0.073,BTK,BN,3,4
156464.642,92922.96485,3310.18,0.598,0.81,0.09300000000000001,BTK,BN,3,4
156460.9145,92946.61293999999,3215.4,0.24,1.063,0.201,BTK,CPY,3,3
156435.2257,93062.58616,3554.01,0.267,0.79,0.19399999999999998,BTK,BN,3,4
156528.595,92579.52516,3624.99,0.004,0.961,0.073,BTK,CPY,3,3
156523.2639,92596.44595,3543.8,0.05,1.051,0.207,BTK,CPY,3,3
156518.6745,92612.36292,3473.18,0.36,0.867,0.044000000000000004,BTK,BN,3,4
156507.4908,92652.24852000001,3280.69,0.505,0.804,0.024,BTK,BN,3,4
156502.5769,92670.54582999999,3194.08,0.401,1.489,0.08800000000000001,BTK,BN,3,4
156499.247,92683.14076000001,3130.41,0.812,1.3559999999999999,0.005,BTK,BN,3,4
156272.0041,93119.42917999999,3639.83,0.027999999999999997,0.603,2.036,SCL,CPY,3,2
156269.2846,93133.46274,3550.71,0.45299999999999996,0.863,0.872,BTK,BN,3,4
156266.5651,93147.49631,3458.0,0.6729999999999999,1.0859999999999999,0.023,BTK,CPY,3,3
156262.8414,93167.4186,3326.04,0.313,1.425,0.161,BTK,CPY,3,3
156327.2477,92853.9406,3661.8,0.055999999999999994,1.452,0.5920000000000001,BTK,CPY,3,3
156324.7598,92861.83697,3554.12,0.275,0.879,0.12,BTK,BN,3,4
156321.9165,92870.86138999999,3450.01,0.42700000000000005,0.95,0.198,POT,BN,3,4
156318.7178,92881.01386,3324.36,0.24100000000000002,1.163,0.086,BTK,BN,3,4
156315.4881,92889.91405,3202.28,0.262,0.568,0.06,BTK,CPY,3,3
156379.6381,92639.71252,3635.16,0.005,0.6779999999999999,0.07400000000000001,BTK,CPY,3,3
156377.9539,92649.10964,3556.42,0.098,2.7460000000000004,1.0859999999999999,BTK,CPY,3,3
156376.1385,92660.94921,3456.19,0.381,0.941,0.013999999999999999,BTK,CPY,3,3
156373.4772,92681.21315,3284.35,0.027000000000000003,0.9540000000000001,0.5,POT,CPY,3,3
156372.2104,92691.98679,3194.86,0.644,0.8320000000000001,0.009000000000000001,BTK,CPY,3,3
156370.5881,92703.88848,3094.62,0.156,1.425,0.233,BTK,CPY,3,3
156222.7517,93352.05889,3545.13,0.009000000000000001,0.19399999999999998,1.5419999999999998,BTK,CPY,3,3
156220.3566,93363.71212000001,3452.13,0.295,1.103,0.145,BTK,CPY,3,3
156114.0999,93108.41144,3547.37,0.006,0.904,0.626,SCL,CPY,3,2
156106.4468,93128.31263,3437.61,0.37799999999999995,1.214,0.053,BTK,BN,3,4
156099.0835,93148.30699999999,3331.3,0.228,1.449,0.04,BTK,BN,3,4
156188.9358,92833.07221,3546.23,0.266,1.213,0.585,BTK,CPY,3,3
156950.6068,92684.16012999999,3741.55,0.001,0.976,0.9840000000000001,SCL,CPY,3,2
156948.8223,92697.25199,3645.05,0.001,1.166,0.7240000000000001,BTK,CPY,3,3
