East,North,Elevation,bo,cpy,py,alte,mine,dom,ug
156558.4582,92799.08133,3461.25,0.28600000000000003,0.8809999999999999,0.042,BTK,BN,3,4
156558.3616,92799.05027,3450.45,0.09,0.61,0.015,BTK,BN,3,4
156558.265,92799.01921,3439.65,0.11900000000000001,0.485,0.019,BTK,BN,3,4
156558.1684,92798.98815,3428.85,0.345,0.547,0.026000000000000002,BTK,BN,3,4
156558.0718,92798.95709,3418.06,0.266,0.7490000000000001,0.021,BTK,CPY,3,3
156557.782,92798.86392,3385.66,0.49,0.5660000000000001,0.03,BTK,CPY,3,3
156557.6854,92798.83286000001,3374.86,0.213,1.206,0.057999999999999996,BTK,CPY,3,3
156557.4923,92798.77073999999,3346.06,0.308,0.48100000000000004,0.033,BTK,BN,3,4
156557.3957,92798.73969,3335.26,0.08900000000000001,0.462,0.036000000000000004,BTK,BN,3,4
156557.2025,92798.67757,3306.46,0.379,0.52,0.031,BTK,CPY,3,3
156557.0093,92798.61545,3284.86,0.5479999999999999,0.385,0.121,BTK,CPY,3,3
156556.8161,92798.55334,3266.87,0.828,0.38299999999999995,0.05,BTK,BN,3,4
156556.9783,92797.36317000001,3256.07,0.611,0.7190000000000001,0.03,BTK,BN,3,4
156556.9783,92797.36317000001,3245.27,0.8190000000000001,0.826,0.033,BTK,BN,3,4
156556.7851,92797.30105,3234.47,0.541,0.6629999999999999,0.021,BTK,BN,3,4
156556.6886,92797.26999,3223.67,0.5589999999999999,0.8240000000000001,0.013000000000000001,BTK,BN,3,4
156556.592,92797.23892999999,3212.87,0.8079999999999999,0.501,0.02,BTK,BN,3,4
156556.4954,92797.20788,3202.07,0.33,0.44799999999999995,0.026000000000000002,BTK,BN,3,4
156556.3022,92797.14576,3191.27,0.33,1.185,0.073,BTK,BN,3,4
156556.2056,92797.1147,3180.48,0.369,0.597,0.037000000000000005,BTK,BN,3,4
156556.2056,92797.1147,3169.68,0.601,0.342,0.057,BTK,BN,3,4
156556.0124,92797.05257999999,3151.68,0.518,0.629,0.042,BTK,BN,3,4
156555.9158,92797.02153,3140.88,0.569,0.373,0.026000000000000002,BTK,BN,3,4
156555.8192,92796.99047,3130.08,0.348,0.242,0.016,BTK,BN,3,4
156555.626,92796.92835,3119.28,0.435,1.227,0.031,BTK,BN,3,4
156723.1773,92015.95592000001,3327.03,0.062,0.8059999999999999,0.6990000000000001,SCL,CPY,3,2
156722.8566,92014.61046,3301.86,0.11900000000000001,1.002,2.234,SCL,CPY,3,2
156722.5359,92013.265,3274.89,0.163,0.546,0.369,BTK,CPY,3,3
156722.3117,92011.95059,3246.12,0.085,0.7040000000000001,0.524,BTK,CPY,3,3
156721.991,92010.60513,3217.36,0.063,0.7090000000000001,0.365,BTK,CPY,3,3
156721.96,92009.35285,3202.97,0.358,0.6809999999999999,0.07,BTK,CPY,3,3
156721.7049,92006.78616,3159.83,0.086,1.01,0.26899999999999996,BTK,CPY,3,3
156721.4808,92005.47176,3131.06,0.14300000000000002,0.9490000000000001,0.113,BTK,CPY,3,3
156722.0294,92004.40582,3107.68,0.1,0.504,0.024,POT,CPY,3,3
156722.1916,92003.21565,3082.51,0.396,0.589,0.049,BTK,BN,3,4
156721.9984,92003.15353,3071.73,0.174,0.42100000000000004,0.03,BTK,BN,3,4
156721.8052,92003.09142000001,3060.93,0.523,0.541,0.033,BTK,BN,3,4
156721.8709,92001.87019,3050.15,0.327,0.44,0.028999999999999998,BTK,BN,3,4
156721.4845,92001.74596,3032.17,0.275,0.657,0.064,BTK,BN,3,4
156721.5501,92000.52472999999,3021.38,0.361,0.748,0.03,BTK,BN,3,4
156721.3569,92000.46261,3010.59,0.479,0.6609999999999999,0.044000000000000004,BTK,BN,3,4
156721.4226,91999.24139,2999.8,0.185,0.619,0.028999999999999998,BTK,BN,3,4
156721.326,91999.21033,2989.02,0.076,0.638,0.248,BTK,BN,3,4
156721.1984,91997.92697999999,2962.05,0.08900000000000001,0.314,0.7859999999999999,BTK,CPY,3,3
156721.1675,91996.6747,2947.67,0.076,0.603,0.21600000000000003,BTK,CPY,3,3
156720.8467,91995.32923999999,2915.3,0.098,0.612,0.047,BTK,CPY,3,3
156720.7501,91995.29818,2900.91,0.05,0.53,0.024,BTK,CPY,3,3
156720.8158,91994.07695,2886.53,0.034,0.765,0.981,BTK,CPY,3,3
156720.5916,91992.76255,2857.76,0.272,1.138,0.061,BTK,CPY,3,3
156796.2294,93044.49114,3806.25,0.067,0.775,0.615,SCL,CPY,3,2
156796.1638,93045.71236,3781.05,0.259,0.563,0.028999999999999998,SCL,CPY,3,2
156796.1638,93045.71236,3755.85,0.11199999999999999,1.006,0.18600000000000003,SCL,BN,3,2
156796.1638,93045.71236,3730.65,0.109,0.769,0.158,SCL,BN,3,2
156795.8084,93046.84042000001,3662.26,0.136,0.49200000000000005,0.16899999999999998,BTK,BN,3,4
156795.7427,93048.06164,3615.46,0.461,0.295,0.052000000000000005,BTK,BN,3,4
156795.7427,93048.06164,3604.67,0.2,1.04,0.115,BTK,BN,3,4
156795.9359,93048.12376,3583.07,0.109,0.998,0.09300000000000001,BTK,BN,3,4
156795.9359,93048.12376,3566.87,0.14800000000000002,1.147,1.9240000000000002,BTK,BN,3,4
156795.7737,93049.31392999999,3480.48,0.397,0.527,0.023,BTK,BN,3,4
156795.6771,93049.28287000001,3464.28,0.365,0.336,0.013999999999999999,BTK,BN,3,4
156795.3217,93050.41092000001,3426.48,0.062,1.129,0.5720000000000001,BTK,BN,3,4
156795.3217,93050.41092000001,3412.08,0.547,0.446,0.019,BTK,BN,3,4
156795.4183,93050.44197999999,3397.69,0.28,0.46,0.10800000000000001,BTK,BN,3,4
156795.4183,93050.44197999999,3383.29,0.389,0.59,0.187,BTK,BN,3,4
156795.2561,93051.63215,3354.49,0.129,0.41600000000000004,0.195,BTK,BN,3,4
156794.7075,93052.69808999999,3253.7,0.079,0.8420000000000001,0.43799999999999994,BTK,CPY,3,3
156971.9403,92252.47669,3543.31,0.11599999999999999,1.0090000000000001,1.189,SCL,CPY,3,2
156971.6505,92252.38351,3482.11,0.08199999999999999,1.0759999999999998,2.695,SCL,CPY,3,2
156971.5539,92252.35246000001,3456.91,0.061,0.9620000000000001,0.73,SCL,CPY,3,2
156971.4574,92252.3214,3431.71,0.096,0.774,0.828,SCL,CPY,3,2
156971.3608,92252.29033999999,3401.11,0.094,0.97,0.177,BTK,CPY,3,3
156971.2642,92252.25928,3366.91,0.157,1.205,0.7170000000000001,SCL,CPY,3,2
156971.1676,92252.22822,3330.91,0.38799999999999996,0.884,0.045,BTK,BN,3,4
156971.071,92252.19716,3320.12,0.6890000000000001,0.9640000000000001,0.08199999999999999,BTK,BN,3,4
156970.9744,92252.16611,3309.32,0.49,0.813,0.05,BTK,BN,3,4
156970.9744,92252.16611,3291.32,0.44,1.05,0.057,BTK,BN,3,4
156970.9744,92252.16611,3280.52,0.201,1.621,0.981,BTK,BN,3,4
156970.9744,92252.16611,3269.72,0.8240000000000001,1.088,0.034,BTK,BN,3,4
156970.9744,92252.16611,3258.92,0.489,0.866,0.066,BTK,BN,3,4
156970.9744,92252.16611,3248.12,0.331,1.065,0.023,BTK,BN,3,4
156970.9744,92252.16611,3237.32,0.728,0.753,0.027999999999999997,BTK,BN,3,4
156970.9744,92252.16611,3215.72,0.767,0.38299999999999995,0.019,BTK,BN,3,4
156970.9744,92252.16611,3204.92,0.213,0.637,0.031,BTK,BN,3,4
156970.9744,92252.16611,3194.12,0.66,0.813,0.018000000000000002,BTK,BN,3,4
156970.9744,92252.16611,3183.32,0.858,1.504,0.038,BTK,BN,3,4
156970.9744,92252.16611,3158.12,0.39,1.181,0.034,BTK,BN,3,4
156970.8778,92252.13505,3147.32,0.358,1.442,0.043,BTK,BN,3,4
156970.9744,92252.16611,3136.52,0.16399999999999998,0.691,0.019,BTK,BN,3,4
156970.619,92253.29416,3122.12,0.612,0.292,0.027000000000000003,BTK,BN,3,4
156970.5224,92253.2631,3100.52,0.654,0.865,0.045,BTK,BN,3,4
156970.4258,92253.23204,3071.72,0.36700000000000005,0.636,0.03,BTK,BN,3,4
156970.2326,92253.16992,3014.12,0.094,1.5519999999999998,0.613,BTK,CPY,3,3
156970.136,92253.13887000001,2990.72,0.159,0.698,0.065,BTK,CPY,3,3
157390.5082,92322.46137,3500.65,0.08199999999999999,0.568,1.085,BTK,CPY,3,3
157390.4116,92322.43031,3486.25,0.141,0.469,0.794,BTK,CPY,3,3
157388.19,92321.71597,3306.27,0.099,1.7369999999999999,0.032,BTK,CPY,3,3
157387.9968,92321.65385,3291.88,0.22,1.492,0.022000000000000002,BTK,CPY,3,3
157387.2241,92321.40538,3236.09,0.4,1.5419999999999998,0.031,SCL,CPY,3,2
157386.2891,92322.34709,3185.69,0.88,1.175,0.025,BTK,CPY,3,3
157386.0959,92322.28497000001,3174.9,0.516,1.483,0.057999999999999996,BTK,BN,3,4
157385.8061,92322.1918,3149.7,0.57,0.965,0.013999999999999999,SCL,BN,3,2
157385.13,92321.97439,3102.91,0.07400000000000001,0.867,0.032,BTK,CPY,2,1
157384.5504,92321.78804,3061.51,0.174,1.954,0.073,BTK,CPY,2,1
157631.2342,92543.97461,3516.57,0.14300000000000002,0.7659999999999999,1.058,SCL,CPY,3,2
157631.1066,92542.69127000001,3440.98,0.36,1.423,0.053,POT,BN,2,1
157630.755,92540.09352000001,3273.6,0.001,1.7280000000000002,1.057,BTK,CPY,2,1
157630.5618,92540.03141,3244.8,0.102,0.977,0.29,BTK,CPY,2,1
157736.0906,92072.06115,3299.11,0.17600000000000002,1.254,1.251,BTK,CPY,2,1
157736.2528,92070.87097999999,3268.51,0.17,1.3430000000000002,0.621,SCL,CPY,2,1
157736.0596,92070.80886,3227.11,0.149,1.23,1.235,BTK,CPY,2,1
157735.8664,92070.74675,3198.31,0.10099999999999999,1.1159999999999999,0.251,BTK,CPY,2,1
157735.3835,92070.59146,3137.12,0.0,2.0580000000000003,1.043,SCL,CPY,2,1
157735.2869,92070.5604,3113.72,0.1,3.0010000000000003,2.668,POT,CPY,2,1
157735.1903,92070.52934,3102.92,0.128,1.9769999999999999,0.405,POT,CPY,2,1
157735.1903,92070.52934,3092.12,0.114,2.49,1.5430000000000001,POT,CPY,2,1
157735.4491,92069.37023,3081.32,0.099,2.58,0.278,POT,CPY,2,1
157735.3525,92069.33917,3070.52,0.235,3.175,1.646,POT,CPY,2,1
157735.2559,92069.30811,3059.72,0.10099999999999999,2.388,0.8370000000000001,POT,CPY,2,1
157734.77300000002,92069.15282,3005.72,0.299,2.4419999999999997,0.3,POT,CPY,2,1
157734.6764,92069.12176000001,2994.93,0.152,1.646,2.037,POT,CPY,2,1
157734.4832,92069.05965,2984.13,0.111,1.695,0.7929999999999999,POT,CPY,2,1
157734.3866,92069.02859,2973.33,0.213,1.495,0.15,POT,CPY,2,1
157733.7104,92068.81117999999,2928.34,0.09,0.823,0.369,BTK,CPY,2,1
157733.6795,92067.55889,2913.94,0.165,0.586,0.5,BTK,CPY,2,1
156122.1061,92831.46116,3601.98,0.282,0.523,0.07200000000000001,SCL,CPY,3,2
156122.137,92832.71345,3540.78,0.6679999999999999,0.105,0.016,BTK,BN,3,4
156122.137,92832.71345,3529.98,0.441,0.435,1.053,BTK,BN,3,4
156122.2336,92832.74451,3519.19,0.41100000000000003,0.9359999999999999,0.11900000000000001,BTK,CPY,3,3
156122.2336,92832.74451,3508.39,0.142,0.767,0.16,BTK,CPY,3,3
156122.3302,92832.77556000001,3497.59,0.397,0.306,0.02,BTK,BN,3,4
156122.4268,92832.80662,3486.79,0.45299999999999996,0.145,0.02,BTK,BN,3,4
156122.2646,92833.99679,3457.99,0.237,1.399,2.06,POT,CPY,3,3
156122.4578,92834.05891,3436.4,0.43700000000000006,0.9229999999999999,0.102,BTK,CPY,3,3
156122.4578,92834.05891,3425.6,0.215,0.545,0.244,BTK,BN,3,4
156122.5544,92834.08997,3414.8,0.413,0.475,0.436,BTK,BN,3,4
156122.2955,92835.24908,3404.0,0.34600000000000003,0.33299999999999996,0.07200000000000001,BTK,BN,3,4
156122.3921,92835.28014,3382.4,0.46799999999999997,0.735,0.022000000000000002,POT,BN,3,4
156122.4887,92835.31119,3371.61,0.134,1.229,0.043,POT,CPY,3,3
156122.4887,92835.31119,3360.81,0.154,1.004,0.057999999999999996,POT,CPY,3,3
156122.5853,92835.34225,3350.01,0.326,0.56,0.081,POT,BN,3,4
156122.6819,92835.37331,3339.21,0.502,0.8190000000000001,0.013999999999999999,BTK,BN,3,4
156122.5197,92836.56348,3306.81,0.763,0.655,0.027999999999999997,POT,BN,3,4
156122.6163,92836.59453999999,3285.21,0.084,0.532,0.031,POT,BN,3,4
156122.6163,92836.59453999999,3263.61,0.501,0.988,0.046,BTK,BN,3,4
156122.6163,92836.59453999999,3252.82,0.963,1.208,0.03,BTK,BN,3,4
156122.4541,92837.78471,3242.02,0.8240000000000001,0.40399999999999997,0.045,BTK,BN,3,4
155938.8107,92347.64719,3517.03,0.001,0.7020000000000001,0.401,BTK,CPY,3,3
155938.7141,92347.61613,3499.15,0.055999999999999994,0.644,0.265,BTK,CPY,3,3
155938.7797,92346.3949,3455.97,0.17600000000000002,1.024,0.085,BTK,CPY,3,3
155938.9419,92345.20473,3441.57,0.152,0.605,0.09699999999999999,BTK,CPY,3,3
155938.7487,92345.14262,3410.98,0.040999999999999995,0.519,0.025,POT,BN,3,4
155938.6212,92343.85927,3360.6,0.319,0.736,0.157,BTK,CPY,3,3
155938.88,92342.70016000001,3346.21,0.431,0.66,0.243,BTK,CPY,3,3
155938.7834,92342.6691,3335.41,0.6809999999999999,0.635,0.10300000000000001,BTK,BN,3,4
155938.7834,92342.6691,3324.61,0.247,0.563,0.598,BTK,BN,3,4
155938.9456,92341.47893,3313.82,0.695,0.187,0.28,BTK,BN,3,4
155938.9456,92341.47893,3303.02,0.257,0.268,1.892,BTK,BN,3,4
155938.9456,92341.47893,3292.23,0.307,0.752,0.064,BTK,BN,3,4
155939.1079,92340.28876,3281.43,0.445,0.527,0.019,BTK,BN,3,4
155939.1079,92340.28876,3270.64,0.243,0.574,0.035,BTK,BN,3,4
155939.0113,92340.25771,3256.24,0.115,0.889,0.247,POT,CPY,3,3
155939.0113,92340.25771,3245.44,0.094,0.299,0.725,POT,CPY,3,3
155939.1079,92340.28876,3234.65,0.035,0.865,0.43700000000000006,POT,CPY,3,3
155507.4195,92282.23564,3447.99,0.0,0.669,0.7879999999999999,BTK,CPY,3,3
155506.326,92280.64172,3350.81,0.131,0.23399999999999999,0.035,BTK,CPY,3,3
155506.1328,92280.5796,3338.21,0.027000000000000003,0.41600000000000004,1.189,BTK,CPY,3,3
155505.4567,92280.36219,3289.62,0.023,0.41600000000000004,0.222,POT,CPY,3,3
155505.1669,92280.26902,3268.03,0.396,0.348,0.136,BTK,BN,3,4
155504.6839,92280.11372000001,3228.43,0.08199999999999999,0.42200000000000004,0.122,BTK,BN,3,4
155504.2666,92278.73721,3167.24,0.331,0.67,0.42,BTK,BN,3,4
156390.579,92907.84702999999,3737.34,0.001,0.525,0.2,SCL,CPY,3,2
156390.579,92907.84702999999,3726.54,0.0,0.644,0.9359999999999999,SCL,CPY,3,2
156390.579,92907.84702999999,3717.54,0.031,0.607,0.335,SCL,CPY,3,2
156390.2892,92907.75385,3670.74,0.32,0.574,0.157,BTK,CPY,3,3
156389.9994,92907.66068,3605.94,0.503,0.743,0.098,BTK,CPY,3,3
156389.9028,92907.62962,3584.34,0.11,0.767,0.581,BTK,CPY,3,3
156389.7096,92907.5675,3515.95,0.5670000000000001,0.705,0.057999999999999996,BTK,BN,3,4
156389.2576,92908.6645,3458.35,0.153,1.819,0.054000000000000006,POT,CPY,3,3
156389.2576,92908.6645,3447.55,0.496,0.281,0.046,POT,CPY,3,3
156389.161,92908.63343999999,3397.15,0.821,1.081,0.019,BTK,BN,3,4
156389.0644,92908.60238,3343.15,0.602,0.31,0.022000000000000002,BTK,BN,3,4
156388.6124,92909.69937,3296.35,0.7090000000000001,1.123,0.175,BTK,BN,3,4
156388.6124,92909.69937,3281.96,0.078,1.6669999999999998,0.602,BTK,BN,3,4
156388.3227,92909.6062,3227.96,0.24600000000000002,1.295,0.106,BTK,BN,3,4
156387.8707,92910.70319,3184.76,0.081,0.525,2.4730000000000003,BTK,BN,3,4
156538.7485,92280.90336,3623.73,0.001,0.33899999999999997,1.011,SCL,PPY,3,2
156538.9417,92280.96548,3612.93,0.0,0.27899999999999997,0.831,SCL,PPY,3,2
156540.294,92281.40028999999,3488.74,0.001,0.8590000000000001,0.442,BTK,CPY,3,3
156540.3906,92281.43135,3477.95,0.005,0.938,0.642,BTK,CPY,3,3
156540.5838,92281.49347,3459.95,0.001,1.4140000000000001,0.16,SCL,CPY,3,2
156541.6153,92280.58282000001,3362.75,0.002,1.386,0.322,SCL,CPY,3,2
156541.7119,92280.61387999999,3341.15,0.187,1.558,0.124,SCL,CPY,3,2
156541.8085,92280.64494,3330.35,0.207,1.12,0.087,SCL,CPY,3,2
156541.9051,92280.67599999999,3319.55,0.057999999999999996,1.665,0.11,BTK,CPY,3,3
156542.0983,92280.73812000001,3297.96,0.122,1.5830000000000002,0.17600000000000002,BTK,CPY,3,3
157111.716,92258.90775,3495.58,0.001,0.43,0.9079999999999999,BTK,CPY,3,3
157111.233,92258.75246,3452.38,0.001,0.42700000000000005,2.97,BTK,CPY,3,3
157110.781,92259.84945,3436.18,0.002,1.073,0.95,FIL,CPY,3,2
157110.6844,92259.81839,3427.19,0.002,1.0,1.2770000000000001,FIL,CPY,3,2
157110.6844,92259.81839,3419.99,0.006,1.5390000000000001,1.04,FIL,CPY,3,2
157108.5904,92260.3874,3268.81,0.479,1.91,0.107,BTK,CPY,3,3
157108.3006,92260.29422000001,3243.61,0.156,1.5730000000000002,0.619,BTK,CPY,3,3
157107.9142,92260.16999,3211.22,0.308,1.5390000000000001,0.025,BTK,CPY,3,3
155595.7038,92570.26975,3469.09,0.033,1.0590000000000002,1.368,SCL,CPY,3,2
155595.6072,92570.23869,3454.7,0.059000000000000004,0.657,2.0709999999999997,SCL,CPY,3,2
155595.5106,92570.20764,3407.0,0.1,0.5429999999999999,1.5519999999999998,SCL,CPY,3,2
155595.414,92570.17658,3393.5,0.018000000000000002,0.8909999999999999,1.525,SCL,CPY,3,2
157001.1507,92771.22485,3781.38,0.008,0.5489999999999999,0.843,SCL,CPY,3,2
157000.8609,92771.13167999999,3747.18,0.001,0.9940000000000001,0.61,SCL,CPY,3,2
157000.7643,92771.10062000001,3736.38,0.0,0.945,0.385,SCL,CPY,3,2
157000.6678,92771.06956,3725.58,0.0,1.345,0.743,SCL,CPY,3,2
157000.5712,92771.0385,3712.98,0.009000000000000001,1.119,0.8740000000000001,SCL,CPY,3,2
157000.2814,92770.94533,3687.79,0.004,0.917,0.6920000000000001,SCL,CPY,3,2
156999.5396,92771.94915,3622.99,0.002,0.865,0.506,SCL,CPY,3,2
156999.3155,92770.63475,3583.4,0.154,1.033,0.556,BTK,CPY,3,3
156999.0257,92770.54157,3551.0,0.114,1.085,1.004,BTK,CPY,3,3
155851.6233,92735.79407999999,3581.85,0.001,0.514,1.018,SCL,CPY,3,2
155851.5267,92735.76302,3572.85,0.009000000000000001,0.54,0.14800000000000002,SCL,CPY,3,2
155851.5267,92735.76302,3526.95,0.184,0.523,0.91,BTK,CPY,3,3
155851.5267,92735.76302,3473.85,0.087,1.0959999999999999,0.475,BTK,CPY,3,3
155851.5267,92735.76302,3412.65,0.49200000000000005,0.54,0.042,BTK,CPY,3,3
155851.2679,92736.92212999999,3369.46,0.11599999999999999,1.175,0.12300000000000001,BTK,BN,3,4
155851.2679,92736.92212999999,3328.06,0.516,1.298,0.042,BTK,BN,3,4
155851.2679,92736.92212999999,3302.86,0.319,1.671,0.036000000000000004,BTK,BN,3,4
157244.372,92977.39013,3790.66,0.022000000000000002,0.509,0.307,SCL,PPY,3,2
157243.6959,92977.17272999999,3697.06,0.016,0.812,0.7390000000000001,SCL,CPY,3,2
157242.4402,92976.76897,3581.88,0.01,0.867,0.298,BTK,CPY,3,3
157241.764,92976.55156,3529.68,0.062,1.511,0.185,BTK,CPY,3,3
157241.6674,92976.5205,3520.69,0.022000000000000002,1.3619999999999999,0.69,BTK,CPY,3,3
157241.3777,92976.42732999999,3504.49,0.026000000000000002,1.6369999999999998,0.721,SCL,CPY,3,2
157240.3151,92976.08568999999,3419.9,0.003,2.13,1.2770000000000001,SCL,CPY,3,2
158118.6566,92329.24285,3699.6,0.006,0.7070000000000001,7.148,FIL,PPY,2,1
158119.2671,92330.68149,3552.01,0.009000000000000001,0.44799999999999995,8.94,SCL,CPY,2,1
158119.3637,92330.71254,3541.21,0.019,0.76,9.748,SCL,CPY,2,1
158119.5569,92330.77466,3496.21,0.005,0.8340000000000001,6.412000000000001,BTK,CPY,2,1
158119.7154,92333.31029,3287.42,0.078,1.099,10.412,FIL,CPY,2,1
158119.812,92333.34135,3255.02,0.001,1.7919999999999998,9.135,FIL,CPY,2,1
156072.74,92338.53278,3601.52,0.0,0.594,1.422,SCL,PPY,3,2
156072.8056,92337.31155,3590.72,0.0,0.6920000000000001,2.062,SCL,CPY,3,2
156072.7091,92337.2805,3579.92,0.0,0.494,1.217,SCL,CPY,3,2
156072.0329,92337.06309,3534.94,0.008,1.094,0.478,SCL,CPY,3,2
156069.5562,92333.78206,3380.2,0.098,0.774,0.047,BTK,CPY,3,3
157846.3002,92239.18497,3627.42,0.003,0.41600000000000004,3.8110000000000004,SCL,CPY,2,1
157845.3343,92238.87439,3499.63,0.0,1.033,1.169,SCL,CPY,2,1
157845.2377,92238.84332999999,3488.83,0.032,0.795,2.017,SCL,CPY,2,1
157845.1411,92238.81227000001,3478.03,0.0,1.389,1.595,SCL,CPY,2,1
157843.8544,92237.15623,3289.05,0.011000000000000001,1.819,2.699,POT,CPY,2,1
157843.3715,92237.00094,3206.25,0.002,2.085,1.4569999999999999,SCL,CPY,2,1
157843.1783,92236.93882000001,3146.85,0.002,3.235,2.01,POT,CPY,2,1
157843.0817,92236.90776,3123.45,0.002,2.964,0.7979999999999999,BTK,CPY,2,1
157842.4055,92236.69035,2961.45,0.001,0.28600000000000003,5.917999999999999,SCL,CPY,2,1
157842.3089,92236.6593,2950.65,0.006999999999999999,0.254,7.8629999999999995,SCL,CPY,2,1
156209.4978,92432.19899,3588.41,0.161,1.222,0.078,SCL,CPY,3,2
156209.5943,92432.23005,3561.42,0.004,1.162,1.128,SCL,CPY,3,2
156209.4321,92433.42022,3502.02,0.321,1.189,0.114,BTK,CPY,3,3
156209.3355,92433.38916,3483.12,0.12300000000000001,1.661,0.7020000000000001,BTK,CPY,3,3
156209.3355,92433.38916,3444.42,0.184,1.391,0.067,BTK,CPY,3,3
156209.0767,92434.54827,3379.62,0.738,0.581,0.46,BTK,BN,3,4
156209.0767,92434.54827,3340.02,0.659,0.617,0.025,BTK,BN,3,4
156209.0767,92434.54827,3329.22,0.527,0.611,0.076,BTK,BN,3,4
156272.2419,92784.07617999999,3651.54,0.094,1.435,0.244,SCL,CPY,3,2
156272.1454,92784.04513,3640.74,0.012,1.0590000000000002,0.67,SCL,CPY,3,2
156270.9243,92781.16785,3381.56,0.023,1.2229999999999999,0.7090000000000001,POT,CPY,3,3
156270.7311,92781.10574,3356.36,0.366,0.762,0.045,BTK,CPY,3,3
156270.6036,92779.82239,3284.36,0.096,1.156,0.042,BTK,BN,3,4
156270.2172,92779.69816,3230.37,0.6920000000000001,0.64,0.049,BTK,CPY,3,3
156269.9274,92779.60498999999,3205.17,0.637,0.746,0.067,BTK,CPY,3,3
156269.9931,92778.38376,3179.98,0.7040000000000001,0.5429999999999999,0.025,BTK,CPY,3,3
157081.2754,93070.30098,3818.59,0.005,0.45,0.748,SCL,CPY,3,2
157081.2754,93070.30098,3793.39,0.095,0.674,0.28,SCL,CPY,3,2
157081.2754,93070.30098,3760.99,0.040999999999999995,0.46799999999999997,0.445,SCL,CPY,3,2
157081.1788,93070.26992,3642.19,0.044000000000000004,0.9840000000000001,0.111,BTK,CPY,3,3
157080.9856,93070.2078,3609.79,0.145,1.089,0.514,BTK,CPY,3,3
157080.9856,93070.2078,3584.6,0.079,0.687,0.195,BTK,CPY,3,3
157080.6958,93070.11463,3523.4,0.023,1.046,0.14400000000000002,BTK,CPY,3,3
157479.8911,92154.91309,3551.34,0.003,0.8370000000000001,1.013,SCL,PPY,3,2
157479.6013,92154.81991,3540.55,0.001,0.637,2.271,SCL,CPY,3,2
157476.0645,92116.41276,2897.11,0.055999999999999994,3.323,0.049,POT,CPY,2,1
157476.0336,92115.16047999999,2871.95,0.0,3.826,0.17800000000000002,POT,CPY,2,1
156436.7863,92369.86702,3593.13,0.0,1.489,2.359,SCL,CPY,3,2
156435.7895,92368.30415,3474.35,0.19,1.079,0.21899999999999997,BTK,CPY,3,3
156434.8892,92366.77234,3359.16,0.076,1.1340000000000001,0.039,BTK,BN,3,4
156433.1195,92364.961,3135.99,0.35700000000000004,0.3,0.022000000000000002,POT,BN,3,4
156507.3087,92737.91084,3729.83,0.026000000000000002,0.99,0.365,SCL,CPY,3,2
156745.9618,92615.8741,3579.89,0.0,0.87,1.28,SCL,CPY,3,2
156745.3203,92613.18317999999,3457.52,0.244,0.929,0.08,BTK,CPY,3,3
156744.4547,92609.17786,3288.36,0.259,1.006,0.002,BTK,BN,3,4
156743.1371,92606.26952999999,3144.41,0.013000000000000001,2.109,0.657,BTK,CPY,3,3
156725.1448,92917.2788,3793.94,0.016,0.473,1.7080000000000002,SCL,CPY,3,2
156724.5305,92919.56596,3617.55,0.252,1.3519999999999999,0.013000000000000001,BTK,CPY,3,3
156724.3993,92922.00842,3318.77,0.08900000000000001,1.357,0.13699999999999998,BTK,CPY,3,3
156506.5692,93382.44306,3663.49,0.386,0.348,0.09,BTK,CPY,3,3
156511.7418,93362.98664,3556.96,0.23199999999999998,2.077,1.2890000000000001,BTK,BN,3,4
156517.4012,93339.95971,3429.12,0.387,1.2790000000000001,1.284,BTK,BN,3,4
156521.0246,93323.73216,3340.33,0.299,0.885,2.102,BTK,CPY,3,3
156063.72199999998,92822.62707,3642.98,0.049,1.786,1.2329999999999999,SCL,CPY,3,2
156063.2081,92821.21949,3412.59,0.4,0.544,0.053,BTK,BN,3,4
156275.9646,92442.38969,3592.02,0.01,0.736,0.7190000000000001,BTK,CPY,3,3
156274.7745,92440.76471,3444.44,0.304,2.385,1.433,BTK,BN,3,4
156273.6811,92439.17078,3286.06,0.375,0.38,0.004,BTK,BN,3,4
156272.3981,92433.78894,3044.9,0.47600000000000003,0.991,0.145,BTK,BN,3,4
156440.4975,93008.37631,3741.09,0.08900000000000001,0.601,0.254,SCL,CPY,3,2
156439.856,93005.68539,3615.11,0.141,1.114,1.06,SCL,CPY,3,2
156438.5694,93004.02935,3471.13,0.14300000000000002,1.117,0.523,POT,CPY,3,3
156438.152,93002.65282999999,3345.14,0.498,0.622,0.009000000000000001,BTK,BN,3,4
156002.6756,92706.09638999999,3610.78,0.129,0.5429999999999999,0.158,BTK,CPY,3,3
156002.6099,92707.31762,3459.59,0.765,0.902,0.063,BTK,CPY,3,3
156002.1579,92708.41462000001,3333.59,0.44799999999999995,0.884,0.237,BTK,BN,3,4
156993.7516,92471.92852999999,3660.69,0.006,0.982,0.7390000000000001,SCL,CPY,3,2
156990.9504,92471.02784,3426.72,0.085,1.385,0.135,BTK,BN,3,4
156988.4737,92467.74682,3207.17,0.303,1.185,0.004,BTK,BN,3,4
156666.0167,92362.82197,3655.03,0.0,0.5,2.4930000000000003,SCL,CPY,3,2
156665.4681,92363.88791,3442.64,0.001,1.124,0.43200000000000005,SCL,CPY,3,2
